LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,n/a,n/a,n/a,n/a,5.979482412338257,10.435174703598022,15.556384563446045,30.635132789611816,42.91191291809082,47.1338005065918,47.67197799682617,47.75018310546875,11.0,24.0,29.0,1776.0,572.0,173.0,24.0,7.0,3.0,8.5,11.0,15.0,1428.0,390.0,74.5,6.0,6.0,2.0,8.3348828125,45.933554767943285,1007.8463396709035,960.0,1056.0,1984.0
1,n/a,n/a,n/a,n/a,6.801452875137329,7.679016590118408,8.285204410552979,45.830068588256836,53.6240119934082,54.211809158325195,54.28569984436035,54.30183982849121,12.0,25.0,30.0,1896.0,611.0,183.0,24.0,7.0,3.0,9.0,11.0,16.0,1527.0,413.5,81.0,6.0,6.0,2.0,8.33537109375,45.629744043611595,1007.8545678270602,1024.0,960.0,480.0
2,52.394803333,13.040501667,n/a,n/a,9.000056266784668,9.694145202636719,9.914491176605225,61.86926460266113,71.49479293823242,71.80278396606445,71.84056091308594,71.85379791259766,12.0,24.0,29.0,1890.0,611.0,175.5,21.0,6.0,2.5,11.0,15.0,19.5,1756.5,495.0,96.5,8.0,6.0,3.0,8.2411328125,45.21506822383602,1007.8635842199965,864.0,928.0,416.0
3,52.394803333,13.040501667,29.5,2022-11-18T15:29:22.000Z,9.250061988830566,9.913040161132812,10.076751708984375,63.719966888427734,73.53866577148438,73.8045425415039,73.83689498901367,73.8496208190918,12.0,23.0,28.0,1884.0,611.0,168.0,18.0,5.0,2.0,11.0,16.0,18.5,1740.0,506.5,100.0,6.0,4.0,2.0,8.19318359375,45.216100739043085,1007.8683539168778,928.0,960.0,480.0
4,52.394803333,13.040501667,29.5,2022-11-18T15:29:22.000Z,9.367818355560303,10.048019409179688,10.224754810333252,64.50811386108398,74.46474838256836,74.74283981323242,74.77673721313477,74.78977966308594,12.0,24.0,28.0,1893.0,613.0,176.0,18.0,4.0,1.0,11.5,17.0,19.5,1768.5,514.5,113.0,6.0,4.0,2.0,8.17658203125,45.164963103889775,1007.871390989679,896.0,1056.0,384.0
5,52.394803333,13.040501667,29.5,2022-11-18T15:29:22.000Z,9.608887195587158,10.286128520965576,10.441923141479492,66.22178649902344,76.40451049804688,76.66917419433594,76.7013168334961,76.7143325805664,12.0,23.5,27.5,1887.0,609.5,170.0,18.0,4.0,1.0,12.0,17.5,21.0,1761.0,523.5,128.5,6.0,5.0,4.0,8.16828125,45.088489262804146,1007.8790911487405,800.0,1024.0,384.0
6,52.394803333,13.040501667,29.5,2022-11-18T15:29:22.000Z,9.993961334228516,10.698505401611328,10.860743045806885,68.87519073486328,79.46622085571289,79.74165344238281,79.77510452270508,79.78865051269531,12.0,23.0,27.0,1881.0,606.0,164.0,18.0,4.0,1.0,12.0,17.0,20.0,1734.0,518.5,132.5,4.0,4.0,4.0,8.15431640625,44.99985932875637,1007.8716507758904,768.0,992.0,384.0
7,52.394768333,13.040763333,109.9,2022-11-18T15:29:36.000Z,10.52823781967163,11.271092891693115,11.442810535430908,72.55556106567383,83.7137336730957,84.00454330444336,84.03986358642578,84.05414581298828,12.0,23.0,26.0,1860.0,602.0,162.0,14.0,4.0,1.0,11.5,16.5,19.0,1759.5,516.5,138.5,2.0,2.0,2.0,8.101191406249999,44.92192236400149,1007.8678373010264,896.0,992.0,448.0
8,52.394768333,13.040763333,109.9,2022-11-18T15:29:39.000Z,11.017219066619873,11.794310569763184,11.973677635192871,75.92607116699219,87.60210037231445,87.90615463256836,87.94307708740234,87.9580192565918,12.0,22.5,25.5,1842.0,595.0,159.0,13.5,4.0,1.0,12.0,18.0,19.0,1884.0,544.5,139.0,2.0,2.0,2.0,8.025605468750001,44.853424618316645,1007.8680575034929,832.0,768.0,384.0
9,52.394768333,13.040763333,109.9,2022-11-18T15:29:43.000Z,11.334450244903564,12.132712841033936,12.31574010848999,78.11545944213867,90.12591171264648,90.43750762939453,90.47533798217773,90.49068832397461,12.0,22.0,25.0,1824.0,588.0,156.0,13.0,4.0,1.0,12.0,15.5,18.5,1795.5,526.5,123.5,4.0,2.0,2.0,7.98185546875,44.883943773240375,1007.8681910201547,864.0,928.0,416.0
