LogID,lat,lon,alt,time,SPS_PM1,SPS_PM2.5,SPS_PM10,SPS_nc0.5,SPS_nc1,SPS_nc2.5,SPS_nc4,SPS_nc10,5003_PM1,5003_PM2.5,5003_PM10,5003_nc0.3,5003_nc0.5,5003_nc1,5003_nc2.5,5003_nc5,5003_nc10,7003_PM1,7003_PM2.5,7003_PM10,7003_nc0.3,7003_nc0.5,7003_nc1,7003_nc2.5,7003_nc5,7003_nc10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0,2.0,5.0,213.0,71.0,23.0,7.0,5.0,3.0,0.0,0.0,2.0,189.0,48.0,9.5,4.0,4.0,0.0,16.7614453125,59.765371098816445,1023.7018967299957,800.0,960.0,352.0
1,n/a,n/a,n/a,n/a,1.44892156124115,2.778555154800415,4.330791234970093,6.7682483196258545,10.111140251159668,11.385540962219238,11.548054695129395,11.571348190307617,1.0,2.0,5.0,237.0,77.0,21.0,7.0,5.0,3.0,0.0,0.0,2.0,163.5,49.0,9.0,5.0,5.0,1.0,16.7844921875,59.14822619670259,1023.7068202905405,768.0,832.0,352.0
2,52.38932,13.039076667,37.1,2022-10-11T14:11:26.000Z,1.8211418390274048,2.880877137184143,4.070344924926758,10.109652042388916,13.410955429077148,14.39779281616211,14.52351427078247,14.54216718673706,1.0,1.5,4.5,231.0,75.0,20.0,5.5,4.5,2.5,0.0,0.0,2.0,151.5,46.5,11.0,4.0,4.0,4.0,16.74376953125,58.43255243513819,1023.6950445191419,672.0,832.0,384.0
3,52.389346667,13.039215,35.1,2022-10-11T14:12:12.000Z,1.8783196806907654,2.901024341583252,4.040282845497131,10.611326694488525,13.912762641906738,14.859880447387695,14.98051929473877,14.99853515625,1.0,1.0,4.0,225.0,73.0,19.0,4.0,4.0,2.0,0.0,0.0,4.0,187.5,52.5,17.0,8.0,6.0,6.0,16.73576171875,58.27333905030703,1023.6984334994361,736.0,832.0,416.0
4,52.389346667,13.039215,35.1,2022-10-11T14:12:12.000Z,1.7871906161308289,2.8342397212982178,4.010337471961975,9.902650356292725,13.152817249298096,14.128366470336914,14.252653121948242,14.271080493927002,1.0,2.0,5.0,318.0,104.0,21.0,4.0,4.0,2.0,0.0,0.0,1.5,169.5,46.0,11.0,3.0,2.0,0.0,16.7372265625,58.967185726383235,1023.6941840470552,800.0,1088.0,416.0
5,52.389346667,13.039215,35.1,2022-10-11T14:12:12.000Z,1.9007350206375122,3.0169084072113037,4.270968675613403,10.524965763092041,13.985455989837646,15.0256028175354,15.158119678497314,15.177762508392334,1.5,2.5,5.0,346.5,113.0,22.0,4.0,4.0,2.0,0.0,0.0,1.0,195.0,49.0,7.0,3.0,1.0,0.0,16.79806640625,58.54747354945958,1023.6775813257884,736.0,992.0,224.0
6,52.389346667,13.039215,35.1,2022-10-11T14:12:12.000Z,1.8975839614868164,3.007361888885498,4.253681898117065,10.51943063735962,13.967491626739502,15.0013427734375,15.133056640625,15.152587890625,2.0,3.0,5.0,375.0,122.0,23.0,4.0,4.0,2.0,0.0,0.0,0.5,205.5,53.5,5.0,2.0,0.0,0.0,16.86857421875,58.18044516431595,1023.6695252485947,768.0,1088.0,320.0
7,52.389358333,13.03927,35.2,2022-10-11T14:12:23.000Z,1.822927176952362,2.8775817155838013,4.06059455871582,10.135603904724121,13.431131362915039,14.412781238555908,14.537841320037842,14.55640459060669,2.0,2.0,4.0,348.0,113.0,20.0,3.0,3.0,1.0,0.0,0.0,0.5,187.5,48.5,4.0,2.0,0.0,0.0,16.92814453125,57.93253316951312,1023.6716739254791,736.0,928.0,256.0
8,52.389375,13.03932,34.8,2022-10-11T14:12:27.000Z,1.7123810648918152,2.7018622159957886,3.8116191625595093,9.52414846420288,12.61803674697876,13.538933753967285,13.656253337860107,13.673670291900635,1.5,1.5,3.5,348.0,113.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,208.5,57.5,4.0,2.0,0.0,0.0,16.96037109375,57.71596946731981,1023.6709517519762,768.0,1088.0,320.0
9,52.389401667,13.039395,34.5,2022-10-11T14:12:30.000Z,1.6062946319580078,2.5104137659072876,3.5214524269104004,8.997167110443115,11.86395263671875,12.703599452972412,12.81056022644043,12.8264799118042,1.0,1.0,3.0,348.0,113.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,232.5,62.0,7.0,1.0,0.0,0.0,16.956953125,57.5831232163588,1023.661082578013,736.0,960.0,256.0
